sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
287,1187006834.0700684,0.070068359375,-2047.929931640625,-2.121239765497098e-18,-8.277097972436351e-19,1.4447342297367991e-18,-1.4744747813703665e-18,-5.014051110013114e-19,1.4744747813703665e-18,5.014051110013114e-19,1.2935299682534631e-18,3.565973995233897e-18,2.2724440269804343e-18,-296.953369140625
288,1187006834.0703125,0.0703125,-2047.9296875,-2.114580138337249e-18,-8.255154198243168e-19,1.4593773436530353e-18,-1.470047779080783e-18,-4.935727381695102e-19,1.470047779080783e-18,4.935727381695102e-19,1.2890647185129324e-18,3.573957481990284e-18,2.284892763477352e-18,-296.953125
289,1187006834.0705566,0.070556640625,-2047.929443359375,-2.133247851032637e-18,-8.262768188915364e-19,1.4540373141921926e-18,-1.4797623349620869e-18,-5.018291185773269e-19,1.4797623349620869e-18,5.018291185773269e-19,1.306971032141101e-18,3.5872851652248294e-18,2.2803141330837292e-18,-296.952880859375
290,1187006834.0708008,0.07080078125,-2047.92919921875,-2.140552393986347e-18,-8.3390231422444e-19,1.4707379870283237e-18,-1.4872273541053934e-18,-5.01238907060821e-19,1.4872273541053934e-18,5.01238907060821e-19,1.306650079761907e-18,3.611290381014671e-18,2.304640301252764e-18,-296.95263671875
291,1187006834.071045,0.071044921875,-2047.928955078125,-2.1114519519052162e-18,-8.356328902582996e-19,1.4674340979697228e-18,-1.4735424210817581e-18,-4.932169147312645e-19,1.4735424210817581e-18,4.932169147312645e-19,1.2758190616469165e-18,3.578886049874939e-18,2.303066988228022e-18,-296.952392578125
292,1187006834.071289,0.0712890625,-2047.9287109375,-2.0962317516733962e-18,-8.4325475134644585e-19,1.4348106888527444e-18,-1.469743251509921e-18,-5.015586047223658e-19,1.469743251509921e-18,5.015586047223658e-19,1.2529770003269505e-18,3.531042440526141e-18,2.2780654401991897e-18,-296.9521484375
293,1187006834.0715332,0.071533203125,-2047.928466796875,-2.121889331578811e-18,-8.507555851240681e-19,1.472482599032009e-18,-1.4863224583514396e-18,-5.000541058902899e-19,1.4863224583514396e-18,5.000541058902899e-19,1.2711337464547432e-18,3.59437193061082e-18,2.323238184156077e-18,-296.951904296875
294,1187006834.071777,0.07177734375,-2047.92822265625,-2.126165123636372e-18,-8.510989724894924e-19,1.4354888195304204e-18,-1.4886320480629321e-18,-5.139250921984812e-19,1.4886320480629321e-18,5.139250921984812e-19,1.2750661511468797e-18,3.561653943166792e-18,2.286587792019913e-18,-296.95166015625
295,1187006834.0720215,0.072021484375,-2047.927978515625,-2.1001079836607682e-18,-8.543211870160398e-19,1.467113328826093e-18,-1.4772145853384042e-18,-4.957719472835717e-19,1.4772145853384042e-18,4.957719472835717e-19,1.2457867966447285e-18,3.5672213124868616e-18,2.321434515842133e-18,-296.951416015625
296,1187006834.0722656,0.072265625,-2047.927734375,-2.090257325307589e-18,-8.524393024111885e-19,1.4463841810105453e-18,-1.4713483138593888e-18,-4.987708155694108e-19,1.4713483138593888e-18,4.987708155694108e-19,1.2378180228964008e-18,3.536641506318134e-18,2.2988234834217342e-18,-296.951171875
297,1187006834.0725098,0.072509765625,-2047.927490234375,-2.1058356718326237e-18,-8.511789040486774e-19,1.4783429100069113e-18,-1.4785072879406502e-18,-4.928905552914632e-19,1.4785072879406502e-18,4.928905552914632e-19,1.254656767783946e-18,3.5841785818395344e-18,2.329521814055589e-18,-296.950927734375
298,1187006834.072754,0.07275390625,-2047.92724609375,-2.1179624562774737e-18,-8.588304271323828e-19,1.4468990532303545e-18,-1.4883964417049285e-18,-5.09964610059834e-19,1.4883964417049285e-18,5.09964610059834e-19,1.2591320291450908e-18,3.564861509507828e-18,2.3057294803627374e-18,-296.95068359375
299,1187006834.072998,0.072998046875,-2047.927001953125,-2.0951463304442405e-18,-8.618132816705167e-19,1.4554919445593266e-18,-1.4784798060573788e-18,-5.004892225184768e-19,1.4784798060573788e-18,5.004892225184768e-19,1.2333330487737241e-18,3.550638275003567e-18,2.3173052262298438e-18,-296.950439453125
300,1187006834.0732422,0.0732421875,-2047.9267578125,-2.0746809958705615e-18,-8.69074078449323e-19,1.4316114975986744e-18,-1.4718775371599422e-18,-5.0404785890707e-19,1.4718775371599422e-18,5.0404785890707e-19,1.2056069174212385e-18,3.5062924934692364e-18,2.3006855760479976e-18,-296.9501953125
301,1187006834.0734863,0.073486328125,-2047.926513671875,-2.096781767782146e-18,-8.803248384850125e-19,1.4519215905790097e-18,-1.4885533031335793e-18,-5.083950052293831e-19,1.4885533031335793e-18,5.083950052293831e-19,1.2164569292971337e-18,3.548703358361156e-18,2.332246429064022e-18,-296.949951171875
302,1187006834.0737305,0.07373046875,-2047.92626953125,-2.1115787508943988e-18,-8.802209211807711e-19,1.4419732774520618e-18,-1.4958998360375851e-18,-5.166087982077027e-19,1.4958998360375851e-18,5.166087982077027e-19,1.2313578297136276e-18,3.553552028346461e-18,2.322194198632833e-18,-296.94970703125
303,1187006834.0739746,0.073974609375,-2047.926025390625,-2.0867765048664385e-18,-8.841869503634658e-19,1.4222666093691557e-18,-1.485481727614952e-18,-5.162322819535828e-19,1.485481727614952e-18,5.162322819535828e-19,1.2025895545029729e-18,3.509043114235594e-18,2.3064535597326213e-18,-296.949462890625
304,1187006834.0742188,0.07421875,-2047.92578125,-2.068893767958077e-18,-8.865880519457713e-19,1.4409568537544708e-18,-1.4777409099519245e-18,-5.04841655383126e-19,1.4777409099519245e-18,5.04841655383126e-19,1.1823057160123057e-18,3.509850621712548e-18,2.327544905700242e-18,-296.94921875
305,1187006834.074463,0.074462890625,-2047.925537109375,-2.0836461013094253e-18,-8.824788312808817e-19,1.4025114767348549e-18,-1.4830624662951537e-18,-5.212044852851506e-19,1.4830624662951537e-18,5.212044852851506e-19,1.2011672700285436e-18,3.4861575780442796e-18,2.2849903080157363e-18,-296.948974609375
306,1187006834.074707,0.07470703125,-2047.92529296875,-2.0994722159381247e-18,-8.898926797320499e-19,1.4168870930371053e-18,-1.494682447835087e-18,-5.241592675443563e-19,1.494682447835087e-18,5.241592675443563e-19,1.2095795362060744e-18,3.516359308975229e-18,2.306779772769155e-18,-296.94873046875
307,1187006834.0749512,0.074951171875,-2047.925048828125,-2.0856126917436963e-18,-8.943402987073277e-19,1.3751333261768917e-18,-1.489976495225512e-18,-5.349398880913775e-19,1.489976495225512e-18,5.349398880913775e-19,1.1912723930363682e-18,3.4607460179205877e-18,2.2694736248842197e-18,-296.948486328125
308,1187006834.0751953,0.0751953125,-2047.9248046875,-2.059745995014172e-18,-8.98109655590554e-19,1.4133918375024622e-18,-1.478927825302363e-18,-5.148212710340881e-19,1.478927825302363e-18,5.148212710340881e-19,1.1616363394236181e-18,3.473137832516634e-18,2.3115014930930167e-18,-296.9482421875
309,1187006834.0754397,0.075439453125,-2047.924560546875,-2.0715291764194637e-18,-9.11199023158695e-19,1.3732525534160269e-18,-1.4913640997890794e-18,-5.364918820540438e-19,1.4913640997890794e-18,5.364918820540438e-19,1.1603301532607682e-18,3.44478172983549e-18,2.284451576574722e-18,-296.947998046875
310,1187006834.0756836,0.07568359375,-2047.92431640625,-2.0976495073376105e-18,-9.13497261735374e-19,1.390280181130975e-18,-1.5055733845364925e-18,-5.402888626473365e-19,1.5055733845364925e-18,5.402888626473365e-19,1.1841522456022365e-18,3.4879296884685854e-18,2.3037774428663493e-18,-296.94775390625
311,1187006834.0759275,0.075927734375,-2047.924072265625,-2.078945403155826e-18,-9.1484081921166e-19,1.3619007423205258e-18,-1.4968931111837431e-18,-5.4396182668232e-19,1.4968931111837431e-18,5.4396182668232e-19,1.164104583944166e-18,3.4408461454763522e-18,2.2767415615321857e-18,-296.947509765625
312,1187006834.076172,0.076171875,-2047.923828125,-2.0545524912114546e-18,-9.191336396137616e-19,1.3760528018515406e-18,-1.486843065412608e-18,-5.325444429912253e-19,1.486843065412608e-18,5.325444429912253e-19,1.1354188515976926e-18,3.4306052930629953e-18,2.2951864414653025e-18,-296.947265625
313,1187006834.076416,0.076416015625,-2047.923583984375,-2.0667627461534897e-18,-9.151577212453817e-19,1.3568115696600698e-18,-1.4909602336994356e-18,-5.417029659129338e-19,1.4909602336994356e-18,5.417029659129338e-19,1.151605024908108e-18,3.42357431581356e-18,2.2719692909054515e-18,-296.947021484375
314,1187006834.0766602,0.07666015625,-2047.92333984375,-2.087595341831143e-18,-9.211407330300654e-19,1.3291472954922554e-18,-1.5043680374306044e-18,-5.598629264563178e-19,1.5043680374306044e-18,5.598629264563178e-19,1.1664546088010777e-18,3.4167426373233985e-18,2.250288028522321e-18,-296.94677734375
315,1187006834.0769043,0.076904296875,-2047.923095703125,-2.0799794713209426e-18,-9.301760186035178e-19,1.3467222426073214e-18,-1.5050777449622301e-18,-5.544777491057129e-19,1.5050777449622301e-18,5.544777491057129e-19,1.1498034527174244e-18,3.426701713928264e-18,2.2768982612108392e-18,-296.946533203125
316,1187006834.0771484,0.0771484375,-2047.9228515625,-2.0518514296378224e-18,-9.331437472756614e-19,1.3260597934228125e-18,-1.492497588456742e-18,-5.529784611635572e-19,1.492497588456742e-18,5.529784611635572e-19,1.1187076823621611e-18,3.3779112230606353e-18,2.259203540698474e-18,-296.9462890625
317,1187006834.0773926,0.077392578125,-2047.922607421875,-2.0566582665364177e-18,-9.448481152151141e-19,1.3196565498208017e-18,-1.5007531908757661e-18,-5.606166106435767e-19,1.5007531908757661e-18,5.606166106435767e-19,1.1118101513213038e-18,3.37631481635722e-18,2.2645046650359162e-18,-296.946044921875
318,1187006834.0776367,0.07763671875,-2047.92236328125,-2.0838184861585e-18,-9.504433378798001e-19,1.2784789230731605e-18,-1.5171309120191499e-18,-5.852609669883798e-19,1.5171309120191499e-18,5.852609669883798e-19,1.1333751482787001e-18,3.3622974092316604e-18,2.2289222609529613e-18,-296.94580078125
319,1187006834.0778809,0.077880859375,-2047.922119140625,-2.0760714925754628e-18,-9.520387145845786e-19,1.3020280602969508e-18,-1.5140551035800206e-18,-5.753607156210301e-19,1.5140551035800206e-18,5.753607156210301e-19,1.1240327779908841e-18,3.3780995528724138e-18,2.2540667748815295e-18,-296.945556640625
320,1187006834.078125,0.078125,-2047.921875,-2.048349351131559e-18,-9.566680494308853e-19,1.240371653531189e-18,-1.502508700281222e-18,-5.882152490104185e-19,1.502508700281222e-18,5.882152490104185e-19,1.0916813017006738e-18,3.2887210046627483e-18,2.197039702962074e-18,-296.9453125
321,1187006834.0783691,0.078369140625,-2047.921630859375,-2.0541451602677083e-18,-9.50191363833882e-19,1.2574238945590842e-18,-1.5021682620507953e-18,-5.823042098475023e-19,1.5021682620507953e-18,5.823042098475023e-19,1.1039537964338265e-18,3.3115690548267927e-18,2.2076152583929658e-18,-296.945068359375
322,1187006834.0786133,0.07861328125,-2047.92138671875,-2.0811099790688995e-18,-9.548155580046164e-19,1.2284065159827326e-18,-1.5179627685367581e-18,-6.025063403635943e-19,1.5179627685367581e-18,6.025063403635943e-19,1.1262944210642832e-18,3.3095164950516327e-18,2.183222073987349e-18,-296.94482421875
323,1187006834.0788574,0.078857421875,-2047.921142578125,-2.077810106570637e-18,-9.660325189471432e-19,1.2486882890398151e-18,-1.5219213127588901e-18,-5.983847788259886e-19,1.5219213127588901e-18,5.983847788259886e-19,1.1117775876234938e-18,3.3264983956104524e-18,2.214720807986958e-18,-296.944580078125
324,1187006834.0791016,0.0791015625,-2047.9208984375,-2.051859411730174e-18,-9.675737894562177e-19,1.2085911869429421e-18,-1.509716600593196e-18,-6.036140047478167e-19,1.509716600593196e-18,6.036140047478167e-19,1.0842856222739565e-18,3.2604505986731167e-18,2.17616497639916e-18,-296.9443359375
325,1187006834.0793457,0.079345703125,-2047.920654296875,-2.049547397544313e-18,-9.800772889334165e-19,1.1929467926437745e-18,-1.5148123432388649e-18,-6.122259646113183e-19,1.5148123432388649e-18,6.122259646113183e-19,1.0694701086108965e-18,3.2424941901880878e-18,2.173024081577191e-18,-296.944091796875
326,1187006834.0795898,0.07958984375,-2047.92041015625,-2.0761250641104964e-18,-9.89320746138483e-19,1.1937598291923157e-18,-1.5327229051244896e-18,-6.23895327018888e-19,1.5327229051244896e-18,6.23895327018888e-19,1.0868043179720134e-18,3.2698848933028122e-18,2.183080575330799e-18,-296.94384765625
327,1187006834.079834,0.079833984375,-2047.920166015625,-2.081557986397853e-18,-9.884486136502089e-19,1.1629142043524296e-18,-1.5350033000240309e-18,-6.356974652318773e-19,1.5350033000240309e-18,6.356974652318773e-19,1.0931093727476438e-18,3.244472190750282e-18,2.1513628180026385e-18,-296.943603515625
328,1187006834.080078,0.080078125,-2047.919921875,-2.0524156187317176e-18,-9.947869510026402e-19,1.1508581325611728e-18,-1.5236012848671789e-18,-6.321148123910618e-19,1.5236012848671789e-18,6.321148123910618e-19,1.0576286677290777e-18,3.2032737512928905e-18,2.145645083563813e-18,-296.943359375
329,1187006834.0803225,0.080322265625,-2047.919677734375,-2.049233306958648e-18,-9.931662420401729e-19,1.1172635373380646e-18,-1.5211997744994104e-18,-6.417120038869189e-19,1.5211997744994104e-18,6.417120038869189e-19,1.056067064918475e-18,3.166496844296713e-18,2.110429779378237e-18,-296.943115234375
330,1187006834.0805664,0.08056640625,-2047.91943359375,-2.0764306073543562e-18,-9.920050465150724e-19,1.1501714319712493e-18,-1.5342178269347145e-18,-6.394214072993931e-19,1.5342178269347145e-18,6.394214072993931e-19,1.0844255608392838e-18,3.226602039325605e-18,2.1421764784863217e-18,-296.94287109375
331,1187006834.0808103,0.080810546875,-2047.919189453125,-2.0809047158896947e-18,-1.003743196951809e-18,1.0767574090216845e-18,-1.5423239564207518e-18,-6.692968346066064e-19,1.5423239564207518e-18,6.692968346066064e-19,1.0771615189378857e-18,3.15766212491138e-18,2.0805006059734936e-18,-296.942626953125
332,1187006834.0810547,0.0810546875,-2047.9189453125,-2.0587112493125243e-18,-1.0078911184992018e-18,1.0762884142404558e-18,-1.5333011839058631e-18,-6.634379845237567e-19,1.5333011839058631e-18,6.634379845237567e-19,1.0508201308133221e-18,3.13499966355298e-18,2.0841795327396574e-18,-296.9423828125
333,1187006834.0812988,0.081298828125,-2047.918701171875,-2.049705867626972e-18,-1.0166809737442433e-18,1.033586995907878e-18,-1.5331934206856076e-18,-6.77599948487779e-19,1.5331934206856076e-18,6.77599948487779e-19,1.033024893882729e-18,3.0832928635348506e-18,2.050267969652121e-18,-296.942138671875
334,1187006834.081543,0.08154296875,-2047.91845703125,-2.075682691244805e-18,-1.0275245741025825e-18,1.0535664014652331e-18,-1.5516036326736936e-18,-6.832136212940514e-19,1.5516036326736936e-18,6.832136212940514e-19,1.048158117142223e-18,3.129249092710038e-18,2.081090975567816e-18,-296.94189453125
335,1187006834.081787,0.081787109375,-2047.918212890625,-2.0900013621536162e-18,-1.0252125366949745e-18,1.014695825610284e-18,-1.5576069494242956e-18,-7.001726910794355e-19,1.5576069494242956e-18,7.001726910794355e-19,1.0647888254586417e-18,3.1046971877639e-18,2.0399083623052588e-18,-296.941650390625
336,1187006834.0820312,0.08203125,-2047.91796875,-2.064808913962027e-18,-1.0309271113835852e-18,1.0034877716430652e-18,-1.5478680126728061e-18,-6.974160845675157e-19,1.5478680126728061e-18,6.974160845675157e-19,1.033881802578442e-18,3.0682966856050922e-18,2.0344148830266505e-18,-296.94140625
337,1187006834.0822754,0.082275390625,-2047.917724609375,-2.0535775843110425e-18,-1.033077958459894e-18,9.938625541893429e-19,-1.5433277713854686e-18,-6.975976628605313e-19,1.5433277713854686e-18,6.975976628605313e-19,1.0204996258511484e-18,3.047440138500386e-18,2.026940512649237e-18,-296.941162109375
338,1187006834.0825195,0.08251953125,-2047.91748046875,-2.0789908192335312e-18,-1.0300323893958451e-18,9.721255580750989e-19,-1.554511604314688e-18,-7.122992168514259e-19,1.554511604314688e-18,7.122992168514259e-19,1.0489584298376865e-18,3.0511163773086297e-18,2.0021579474709442e-18,-296.94091796875
339,1187006834.0827637,0.082763671875,-2047.917236328125,-2.0929638050801708e-18,-1.0422405618111808e-18,9.57357645152524e-19,-1.5676021834456758e-18,-7.259489072462759e-19,1.5676021834456758e-18,7.259489072462759e-19,1.05072324326899e-18,3.050321450232695e-18,1.999598206963705e-18,-296.940673828125
340,1187006834.0830078,0.0830078125,-2047.9169921875,-2.0726312315694735e-18,-1.0466735752405478e-18,9.184938136929665e-19,-1.5596524034050107e-18,-7.3360366437235155e-19,1.5596524034050107e-18,7.3360366437235155e-19,1.0259576563289257e-18,2.9911250452624397e-18,1.9651673889335147e-18,-296.9404296875
341,1187006834.083252,0.083251953125,-2047.916748046875,-2.0596714943873532e-18,-1.0525291199760985e-18,9.318439358223532e-19,-1.5561003071817258e-18,-7.267855595136993e-19,1.5561003071817258e-18,7.267855595136993e-19,1.0071423744112545e-18,2.991515430209706e-18,1.984373055798452e-18,-296.940185546875
342,1187006834.083496,0.08349609375,-2047.91650390625,-2.079052028951593e-18,-1.0682179391138989e-18,8.917444937060111e-19,-1.573634984032746e-18,-7.518418247864935e-19,1.573634984032746e-18,7.518418247864935e-19,1.010834089837694e-18,2.970796522657604e-18,1.95996243281991e-18,-296.93994140625
343,1187006834.0837402,0.083740234375,-2047.916259765625,-2.0991890457002938e-18,-1.0687132154223653e-18,8.929077443003368e-19,-1.5839511305613297e-18,-7.583315056074407e-19,1.5839511305613297e-18,7.583315056074407e-19,1.0304758302779286e-18,2.9920967900006306e-18,1.961620959722702e-18,-296.939697265625
344,1187006834.0839844,0.083984375,-2047.916015625,-2.0856359755154947e-18,-1.070309696853895e-18,8.307588847329551e-19,-1.577972836184695e-18,-7.750622625454782e-19,1.577972836184695e-18,7.750622625454782e-19,1.0153262786615997e-18,2.91639486024845e-18,1.90106858158685e-18,-296.939453125
345,1187006834.0842285,0.084228515625,-2047.915771484375,-2.064705917517872e-18,-1.0716029225293993e-18,8.591736260067782e-19,-1.5681544200236357e-18,-7.590450713468311e-19,1.5681544200236357e-18,7.590450713468311e-19,9.931029949884728e-19,2.9238795435246504e-18,1.9307765485361776e-18,-296.939208984375
346,1187006834.084473,0.08447265625,-2047.91552734375,-2.084489055635986e-18,-1.0698990710330893e-18,7.953616496072551e-19,-1.5771940633345377e-18,-7.863421590206069e-19,1.5771940633345377e-18,7.863421590206069e-19,1.0145899846028968e-18,2.879850705243241e-18,1.8652607206403442e-18,-296.93896484375
347,1187006834.0847168,0.084716796875,-2047.915283203125,-2.1103559375638733e-18,-1.0786063862166712e-18,7.90145040663662e-19,-1.5944811618902721e-18,-7.996057610389609e-19,1.5944811618902721e-18,7.996057610389609e-19,1.031749551347202e-18,2.9005009782275357e-18,1.8687514268803334e-18,-296.938720703125
